name,lon,lat,correlation,rmse
lae_067a_papua_new_guinea_uhslc,146.98,-6.7333,0.370798909,0.033033357
"lagos,_algarve_723a_portugal_uhslc",-8.6683,37.098,0.662953023,0.066152405
lagos_c_233c_nigeria_uhslc,3.45,6.4167,0.096130516,0.063735168
lajolla_scrippspier__usa_noaa,-117.26,32.867,0.499717438,0.042717826
"lameshur_bay,_vi_214a_usa_uhslc",-64.723,18.317,0.338182242,0.028083279
lampedusa_lampedusa_italy_idromare,12.604,35.5,0.58655248,0.072516149
lamu_b_149b_kenya_uhslc,40.903,-2.2717,0.312369244,0.039118458
landsortnorra_010_sweden_smhi,17.865,58.742,0.521067653,0.112969224
langkawi_142a_malaysia_uhslc,99.765,6.4317,0.350407906,0.061161117
laohutan_a_631a_china_uhslc,121.68,38.867,0.706394924,0.104416008
las_palmas_laspalmas_spain_pde,-15.412,28.141,0.733237831,0.028303416
lautoka_402a_fiji_uhslc,177.43,-17.6,0.358337661,0.035677593
la_coruna_830a_spain_uhslc,-8.4,43.367,0.75198827,0.073183108
la_figueirette_france_med_refmar,6.9349,43.483,0.658603391,0.055643705
la_guaira_247a_venezuela_uhslc,-66.933,10.617,0.389470199,0.043753037
"la_jolla,ca_554a_usa_uhslc",-117.26,32.867,0.500121817,0.04241489
la_libertad_091a_ecuador_uhslc,-80.917,-2.2,0.201155291,0.055463578
la_palma_lapalma_spain_pde,-17.768,28.678,0.66002698,0.04191611
la_paz_671a_mexico_uhslc,-110.34,24.162,0.37759859,0.038246777
la_rochelle_la_palli_france_refmar,-1.2206,46.158,0.749415709,0.097683468
la_union_b_086b_el_salvador_uhslc,-87.817,13.333,0.259335198,0.052643594
legaspi_371a_philippines_uhslc,123.75,13.15,0.339411786,0.05234104
leith_p034_uk_bodc,-3.1817,55.99,0.769663054,0.099624629
lembar_419a_indonesia_uhslc,116.07,-8.7317,0.464143407,0.041430445
lerwick_p041_uk_bodc,-1.1333,60.15,0.810584328,0.076085742
les_sables_d_olonne_france_refmar,-1.7935,46.497,0.770776042,0.089031074
"lewes,de_747a_usa_uhslc",-75.12,38.782,0.788709377,0.104925428
le_conquet_france_refmar,-4.7807,48.359,0.782489992,0.083243082
le_crouesty_france_refmar,-2.8952,47.543,0.783805614,0.088991217
le_havre_france_refmar,0.106,49.482,0.732386545,0.116473243
le_pellerin_france_refmar,-1.7651,47.205,0.46399163,0.280314744
le_robert_270a_france_uhslc,-60.933,14.683,0.363040562,0.033041922
lianyungang_639a_china_uhslc,119.42,34.75,0.642523516,0.137281912
limetree_bay_254a_usa_uhslc,-64.753,17.697,0.255325022,0.033027778
limon_b_268b_costa_rica_uhslc,-83.033,10,0.352880292,0.036392994
livorno_livorno_italy_idromare,10.299,43.546,0.338871805,0.079725383
llandudno_p007_uk_bodc,-3.8252,53.332,0.646558271,0.200220934
lobito_237a_angola_uhslc,13.558,-12.333,-0.35309073,0.066285917
lobos_de_afuera_084a_peru_uhslc,-80.717,-6.9333,0.201547534,0.057302713
lombrum_400a_papua_new_guinea_uhslc,147.37,-2.0333,0.221095565,0.034686095
lord_howe_b_399b_australia_uhslc,159.07,-31.517,0.530569522,0.120480968
loreto_319a_mexico_uhslc,-111.37,26.017,0.37289959,0.038727486
"los_angeles,ca_567a_usa_uhslc",-118.27,33.72,0.546807819,0.04063439
"lowerescuminac,nb_02000_canada_meds",-64.883,47.083,0.5668942,0.131404556
lowestoft_p024_uk_bodc,1.7508,52.473,0.733743915,0.149599212
luanda_236a_angola_uhslc,13.237,-8.7867,0.204998609,0.043619812
lubang_655a_philippines_uhslc,120.21,13.82,0.517149934,0.033805936
luderitz_702a_south_africa_uhslc,15.15,-26.65,0.585875133,0.052034478
luis_correia_711a_brazil_uhslc,-41.672,-2.8667,0.176569617,0.0682187
lumut_143a_malaysia_uhslc,100.62,4.2333,0.345528535,0.059747669
lungsurannaga_410a_indonesia_uhslc,117.75,2.1,0.055475359,0.077816935
lusi_a_633a_china_uhslc,121.62,32.133,0.717974629,0.139979713
lyttelton_667a_new_zealand_uhslc,172.72,-43.6,0.801030095,0.0685385
maaloey_003_norway_statkart,5.1133,61.934,0.782501876,0.089795556
macae_719a_brazil_uhslc,-41.467,-22.233,0.639292721,0.09501139
macau_338a_macau_uhslc,113.55,22.167,0.685999613,0.106607141
mackay_018_australia_johnhunter,149.19,-21.143,0.560149432,0.100777421
macquarie_is._c_680c_australia_uhslc,158.97,-54.483,0.685056181,0.098616737
madang_066a_papua_new_guinea_uhslc,145.8,-5.2,0.445130974,0.029938239
madeira_715a_brazil_uhslc,-44.378,-2.565,0.158649349,0.154678686
"madero,tampico_277a_mexico_uhslc",-97.795,22.262,0.460243608,0.07774925
"magueyes_island,pr_246a_usa_uhslc",-67.047,17.972,0.29477109,0.029752579
mahon_mahon_spain_pde,4.2706,39.893,0.740953405,0.052113094
maisaka_japan_jma,137.62,34.683,0.672612254,0.076659648
maizuru_japan_jma,135.38,35.467,0.715397642,0.058034906
"majuro,marshallislands_001_glossdm_bodc",171.37,7.1067,0.199120967,0.043475001
makurazaki_japan_jma,130.3,31.267,0.597528812,0.065395298
malaga_mala_spain_ieo,-4.4167,36.717,0.690959846,0.055004391
malakal_b_007b_republic_of_belau_uhslc,134.46,7.33,0.264291187,0.046248103
"male_b,hulule_108b_rep._of_maldives_uhslc",73.517,4.1833,0.326170823,0.035126105
malin_head_834a_ireland_uhslc,-7.3333,55.367,0.699844301,0.134568773
malmo_030_sweden_smhi,13.033,55.617,0.63966534,0.11499771
"maniitsoq,greenland_001_glossdm_bodc",-52.905,65.413,0.679636859,0.076207
manila_b_370b_philippines_uhslc,120.97,14.583,0.457084199,0.058619017
manta_b_089b_ecuador_uhslc,-80.733,-0.95,0.184524118,0.078139909
mantyluoto_007_finland_fmi,21.463,61.594,0.584164139,0.129700931
manus_065a_papua_new_guinea_uhslc,147.27,-2.0133,0.264758481,0.03579064
"manzanillo_b,mexico_001_glossdm_bodc",-104.33,19.053,0.32843654,0.060728911
maputo_190a_mozambique_uhslc,32.7,-26.167,0.54908812,0.085779098
maputo_b_190b_mozambique_uhslc,32.57,-25.975,0.317047047,0.122420201
marsden_point_398a_new_zealand_uhslc,174.5,-35.833,0.755247135,0.051529021
marseille_france_med_refmar,5.35,43.3,0.776836559,0.064079134
marviken_012_sweden_smhi,16.837,58.554,0.529536339,0.112282319
mar_del_plata_b_729b_argentina_uhslc,-57.55,-38.05,0.751219427,0.185294351
masirah_113a_oman_uhslc,58.872,20.687,0.51339202,0.038063493
"massacre_bay,ak_550a_usa_uhslc",173.2,52.833,0.754092181,0.080138118
matarani_b_094b_peru_uhslc,-72.117,-17,0.179611647,0.056601385
matavai_590a_french_polynesia_uhslc,-149.52,-17.517,0.287564488,0.031056098
matsuyama_japan_jma,132.72,33.867,0.580781707,0.070097513
mawson_177a_australia_uhslc,62.883,-67.6,0.733268608,0.06564318
"mayaguez,_pr_736a_usa_uhslc",-67.16,18.22,0.408071168,0.02939514
"mayport,fl_753a_usa_uhslc",-81.432,30.395,0.737098292,0.08643626
mazatlan_673a_mexico_uhslc,-106.42,23.198,0.367105573,0.061890095
melilla_melilla_spain_pde,-2.918,35.291,0.700753997,0.050107986
meneng_158a_indonesia_uhslc,114.38,-8.1167,0.473876811,0.067865258
mera_japan_jma,139.83,34.917,0.637964616,0.067009018
messina_messina_italy_idromare,15.563,38.196,-0.160607822,0.070580941
"miami,hauloverpier_001_glossdm_bodc",-80.117,25.9,0.403843336,0.073186975
miamibeach_usa_noaa,-80.132,25.768,0.506441316,0.0580789
midway_050a_usa_trust_uhslc,-177.37,28.217,0.617734924,0.062321612
milfordhaven_p056_uk_bodc,-5.0143,51.702,0.780714643,0.100347067
millport_p049_uk_bodc,-4.9058,55.75,0.797726533,0.133273019
minamidaito_japan_jma,131.23,25.867,0.286765297,0.090124013
minamitorishima_japan_jma,153.98,24.3,0.60205281,0.175760377
mina_sulman_182a_bahrain_uhslc,50.6,26.233,0.630223649,0.072884561
miri_388a_malaysia_uhslc,113.97,4.3917,0.461289994,0.047602279
misumi_japan_jma,130.45,32.617,0.555769458,0.070017155
miyakejima_357a_japan_uhslc,139.48,34.067,0.308795001,0.1448994
miyako_japan_jma,141.98,39.65,0.730506262,0.048927395
mocamedes_238a_angola_uhslc,12.145,-15.192,0.35206766,0.033234816
mokuoloe_061a_usa_uhslc,-157.8,21.433,0.402144399,0.035141637
mombasa_101a_kenya_uhslc,39.657,-4.07,0.316521787,0.039979249
monaco_port_hercule_france_med_refmar,7.4215,43.729,0.743993491,0.048882812
"mona_is.,_pr_267a_usa_uhslc",-67.938,18.09,0.243305441,0.055298007
"montauk,ny_279a_usa_uhslc",-71.96,41.048,0.756861974,0.092649253
"monterey,ca_555a_usa_uhslc",-121.89,36.605,0.718296437,0.044018818
montoir_de_bretagne_france_refmar,-2.1084,47.306,0.680198824,0.126654867
morayfirth_p207_uk_bodc,-4.0022,57.599,0.816550998,0.085176507
mossel_bay_185a_south_africa_uhslc,22.133,-34.183,0.787906308,0.083735408
motril_motril_spain_pde,-3.524,36.72,0.696734318,0.047336673
moulmein_906a_myanmar_uhslc,97.622,16.465,0.258597554,0.233019244
mumbles_p932_uk_bodc,-3.9754,51.57,0.763987311,0.112446224
murotomisaki_japan_jma,134.17,33.267,0.566219742,0.074270092
muscat_b_110b_oman_uhslc,58.565,23.628,0.231517795,0.060664954
nagasaki_japan_jma,129.87,32.733,0.569588937,0.060492238
nagoya_japan_jma,136.88,35.083,0.649973565,0.080751402
naha_japan_jma,127.67,26.217,0.539208892,0.052625575
"nain,nf_01430_canada_meds",-61.683,56.55,0.620328984,0.112760552
nakano_shima_345a_japan_uhslc,129.84,29.842,0.387566183,0.08539475
nantes_usine_brulee_france_refmar,-1.5742,47.204,0.396364696,0.341969033
nantucketisland_usa_noaa,-70.097,41.285,0.77760176,0.079798815
naos_b_300b_panama_uhslc,-79.533,8.9167,0.216894719,0.07254131
napier_668a_new_zealand_uhslc,176.92,-39.483,0.801810661,0.056333129
naples_usa_noaa,-81.807,26.13,0.647386598,0.072772765
napoli_napoli_italy_idromare,14.269,40.841,0.718577502,0.050168006
natal_c_202c_brazil_uhslc,-35.195,-5.7517,0.562412473,0.026505348
nauru_001_glossdm_bodc,166.91,-0.5283,0.44787471,0.063899179
nawiliwili_058a_usa_uhslc,-159.36,21.955,0.393736902,0.036824799
naze_359a_japan_uhslc,129.5,28.383,0.513879745,0.054981027
"neah_bay,wa_558a_usa_uhslc",-124.62,48.368,0.791793779,0.082532679
nelson_077a_new_zealand_uhslc,173.27,-41.267,0.7778892,0.063363112
newcastle_019_australia_johnhunter,151.78,-32.926,0.625266014,0.066934888
newhaven_p011_uk_bodc,0.05703,50.782,0.743876812,0.094914924
newlondon_usa_noaa,-72.09,41.361,0.75067851,0.095420277
newlyn_p001_uk_bodc,-5.5417,50.102,0.780526153,0.080132867
"newport,ri_253a_usa_uhslc",-71.327,41.505,0.723165513,0.089065681
newport_p057_uk_bodc,-2.9874,51.55,0.564198949,0.200742629
newport_usa_noaa,-71.327,41.505,0.721143668,0.091022849
"newwestminster,bc_07654_canada_meds",-122.91,49.2,0.527590934,0.163638569
newyork_thebattery__usa_noaa,-74.014,40.701,0.759392588,0.111224329
"new_london,ct_744a_usa_uhslc",-72.087,41.355,0.752107738,0.095027568
"new_york,ny_745a_usa_uhslc",-74.015,40.7,0.754607578,0.110945985
nice_france_med_refmar,7.2853,43.696,0.751487531,0.0493282
nishinoomote_363a_japan_uhslc,131,30.732,0.477287627,0.069956535
"nome,ak_595a_usa_uhslc",-165.43,64.5,0.813296714,0.193771853
norfolk_island_b_062b_australia_uhslc,167.95,-29.067,0.613123835,0.05626662
northshields_p032_uk_bodc,-1.4398,55.007,0.7671251,0.105715634
"northsydney,ns_00612_canada_meds",-60.25,46.217,0.630139548,0.095446951
nosy_be_150a_madagascar_uhslc,48.3,-13.4,0.263990262,0.076870383
noto_japan_jma,137.15,37.5,0.784606131,0.076263407
nouakchott_806a_mauritania_uhslc,-16.037,17.99,0.460451206,0.04466132
noumea_b_019b_france_uhslc,166.44,-22.292,0.657036611,0.04040737
nuku_alofa_038a_tonga_uhslc,-175.2,-21.133,0.387586502,0.041177502
nuku_hiva_031a_french_polynesia_uhslc,-140.08,-8.93,0.207806208,0.031629076
"ny_alesund,norway_001_glossdm_bodc",11.95,78.933,0.732668065,0.069245859
odawara_japan_jma,139.15,35.233,0.528453545,0.071473933
ofunato_japan_jma,141.72,39.067,0.715494838,0.050066552
okada_japan_jma,139.38,34.783,0.636301696,0.059935942
olandsnorraudde_013_sweden_smhi,17.097,57.366,0.572693335,0.117743005
omaezaki_japan_jma,138.22,34.617,0.635141334,0.067653008
onahama_japan_jma,140.9,36.933,0.745424246,0.048786341
ortona_ortona_italy_idromare,14.415,42.356,0.712217009,0.074498992
osaka_japan_jma,135.43,34.65,0.597101296,0.083303491
oskarshamn_014_sweden_smhi,16.478,57.275,0.55358058,0.116998519
oslo_004_norway_statkart,10.734,59.909,0.796131966,0.129692032
otaru_japan_jma,141,43.2,0.752306917,0.060895811
otranto_otranto_italy_idromare,18.497,40.147,0.620148266,0.070891653
oulu_008_finland_fmi,25.418,65.04,0.68268207,0.166776239
oura_japan_jma,130.22,32.983,0.524125082,0.079265176
owase_japan_jma,136.22,34.067,0.648158766,0.066609092
padang_b_107b_indonesia_uhslc,100.37,-1,0.28376121,0.077588922
"pago_bay,_guam_037a_usa_uhslc",144.8,13.428,0.470234294,0.042866568
pago_pago_056a_usa_trust_uhslc,-170.68,-14.283,0.250761717,0.033009107
paimboeuf_france_refmar,-2.0004,47.287,0.659983147,0.13768016
paita_b_678b_peru_uhslc,-81.167,-5.0833,0.163543216,0.075991701
palermo_palermo_italy_idromare,13.371,38.121,0.723652142,0.050082384
palinuro_palinuro_italy_idromare,15.275,40.032,0.684664757,0.05295551
palma_de_mallorca_palmademallorca_spain_pde,2.6375,39.56,0.741872169,0.049655789
palmeira_235a_portugal_uhslc,-22.983,16.755,0.426550198,0.024534488
palmyra_island_043a_proprietary_uhslc,-162.09,5.8833,0.347494834,0.041610152
panama_city_beach_761a_usa_uhslc,-85.88,30.213,0.774074282,0.084161206
papeete_b_015b_french_polynesia_uhslc,-149.57,-17.532,0.384866963,0.034022478
pari_159a_indonesia_uhslc,106.62,-5.85,0.417761877,0.060932224
"patriciabay,bc_07277_canada_meds",-123.45,48.654,0.656931906,0.092916618
pemba_c_192c_mozambique_uhslc,40.5,-12.967,0.442887274,0.067881506
penang_144a_malaysia_uhslc,100.35,5.4217,0.354369378,0.063641021
penrhyn_024a_cook_islands_uhslc,-158.05,-8.9767,0.278349635,0.041664525
"pensacola,fl_762a_usa_uhslc",-87.213,30.403,0.795060551,0.065983013
"penuelas,_pr_243a_usa_uhslc",-66.762,17.972,0.29753802,0.03793687
peter___paul_rocks_201a_brazil_uhslc,-29.343,0.92,0.163274734,0.026347822
philadelphia_pier9n__usa_noaa,-75.142,39.933,0.698101046,0.131893836
pietarsaari_009_finland_fmi,22.69,63.709,0.652243386,0.139344098
pisco_b_683b_peru_uhslc,-76.133,-13.417,0.155440839,0.062827314
pohnpei_c_001c_fd._st._micronesia_uhslc,158.23,6.9833,0.150585491,0.053387382
"pointatkinson,bc_07795_canada_meds",-123.25,49.337,0.659951176,0.100973337
pointe_a_pitre_272a_france_uhslc,-61.533,16.233,0.206746181,0.036191596
pointe_noire_b_234b_congo_uhslc,11.85,-4.8,0.229229885,0.050209695
"pointlarue,seychelles_001_glossdm_bodc",55.528,-4.6717,0.199991063,0.049210647
point_fortin_728a_trinidad_and_tobago_uhslc,-61.417,10.1,0.295226322,0.049665678
ponta_delgada_211a_portugal_uhslc,-25.672,37.735,0.779178918,0.041201947
"port_aux_basques,nf_00665_canada_meds",-59.133,47.567,0.590928644,0.099761787
port_bloc_france_refmar,-1.0616,45.569,0.781717591,0.08273736
port_camargue_france_med_refmar,4.1264,43.52,0.795105383,0.078624389
port_tudy_france_refmar,-3.4459,47.644,0.76834054,0.082417854
port_vendres_france_med_refmar,3.1075,42.52,0.762634082,0.059334814
portadelaideouter_020_australia_johnhunter,138.6,-34.926,0.817095596,0.131857226
portbury_p341_uk_bodc,-2.7285,51.5,0.517150289,0.197750023
"portelizabeth,southafrica_001_glossdm_bodc",25.63,-33.96,0.762461943,0.076705488
portellen_p202_uk_bodc,-6.1901,55.627,0.812363457,0.116474716
porterin_p919_uk_bodc,-4.7681,54.085,0.79595553,0.110464257
"porthardy,bc_08408_canada_meds",-127.49,50.722,0.654927216,0.090594533
porthedland_022_australia_johnhunter,118.58,-20.314,0.549751983,0.080852719
portisabel_usa_noaa,-97.215,26.06,0.670377733,0.072523182
"portland,me_252a_usa_uhslc",-70.247,43.657,0.694182093,0.094874999
"portland,s.aus._129a_australia_uhslc",141.6,-38.333,0.818607233,0.064777901
portland_maine__usa_noaa,-70.247,43.657,0.702266014,0.094056599
portlincoln_023_australia_johnhunter,135.86,-34.72,0.837397064,0.089683879
portlonsdale_017_australia_johnhunter,138.5,-35.099,0.811369633,0.077554255
"portlouis_c,mauritius_001_glossdm_bodc",57.49,-20.153,0.263069277,0.056905894
portmansfield_usa_noaa,-97.422,26.555,0.563048651,0.082080823
"portogrande,capeverde_001_glossdm_bodc",-24.983,16.867,0.510885489,0.022411076
porto_empedocle_porto+empedocle_italy_idromare,13.527,37.286,0.388798282,0.07611257
porto_grande_216a_portugal_uhslc,-24.983,16.867,0.51753903,0.022438287
porto_torres_porto+torres_italy_idromare,8.4039,40.842,0.752774117,0.047819546
portpatrick_p063_uk_bodc,-5.12,54.843,0.801681236,0.116149908
portpirie_024_australia_johnhunter,138.01,-33.177,0.771781267,0.170085204
portrush_p935_uk_bodc,-6.6568,55.207,0.805555115,0.106381349
portsanluis_usa_noaa,-120.76,35.177,0.597005905,0.051569542
portsmouth_p008_uk_bodc,-1.1118,50.803,0.727741808,0.09517593
"portvictoria_b,seychelles_001_glossdm_bodc",55.458,-4.6217,0.10393265,0.042843088
"portvila_b,vanuatu_001_glossdm_bodc",168.32,-17.733,0.324633336,0.042534939
port_allen_553a_usa_uhslc,-159.6,21.9,0.384798815,0.039855264
"port_angeles,_wa_584a_usa_uhslc",-123.44,48.125,0.786178891,0.079501027
"port_canaveral,_fl_774a_usa_uhslc",-80.593,28.415,0.650526602,0.077045982
port_chalmers_669a_new_zealand_uhslc,170.65,-45.817,0.840240395,0.058722015
port_elizabeth_184a_south_africa_uhslc,25.63,-33.96,0.782936825,0.072727265
port_ferreol_france_med_refmar,6.7176,43.359,0.64649958,0.058558926
port_hedland_169a_australia_uhslc,118.58,-20.318,0.544656655,0.066385909
"port_isabel,tx_772a_usa_uhslc",-97.215,26.06,0.666286051,0.07140347
port_kembla_342a_australia_uhslc,150.91,-34.473,0.716735759,0.054329949
port_louis_c_103c_mauritius_uhslc,57.49,-20.153,0.247799448,0.052197459
port_moresby_064a_papua_new_guinea_uhslc,147.14,-9.4783,0.29652488,0.045829827
port_nolloth_701a_south_africa_uhslc,16.867,-29.25,0.61519923,0.064092984
port_of_spain_248a_trinidad_and_tobago_uhslc,-61.517,10.65,0.245170714,0.04463141
"port_orford,_or_557a_usa_uhslc",-124.5,42.74,0.788892833,0.075310743
port_royal_782a_jamaica_uhslc,-76.85,17.933,0.265519605,0.033286084
"port_san_luis,_ca_565a_usa_uhslc",-120.76,35.177,0.588282332,0.051240477
port_sonara_816a_cameroon_uhslc,9.1267,-4.0067,0.187826273,0.044293561
port_stanley_a_290a_united_kingdom_uhslc,-57.867,-52.7,0.735484128,0.071306388
port_stanley_b_290b_united_kingdom_uhslc,-57.933,-51.75,0.805800075,0.064351616
port_stanvac_100a_australia_uhslc,138.47,-35.108,0.847727197,0.109825934
port_victoria_b_111b_seychelles_uhslc,55.458,-4.6217,0.105472777,0.0431072
port_vila_b_046b_vanuatu_uhslc,168.32,-17.733,0.318147129,0.039834698
"praia_c,cape_verde_222c_portugal_uhslc",-23.5,14.917,-0.042501403,0.032489271
praslin_106a_seychelles_uhslc,55.767,-4.3433,-0.140705047,0.041411524
prigi_125a_indonesia_uhslc,111.73,-8.28,0.292321021,0.081925443
"princerupert,bc_09354_canada_meds",-130.33,54.317,0.594740636,0.11528142
"princerupert,canada_001_glossdm_bodc",-130.17,54.317,0.702884608,0.103068856
"progreso_c,_yuc._721c_mexico_uhslc",-89.667,21.283,0.532238924,0.072848959
providence_statepier__usa_noaa,-71.401,41.807,0.681576456,0.107090145
"provideniya_b,russia_001_glossdm_bodc",-173.2,64.4,0.588807574,0.148029236
"prudhoe_bay,_ak_579a_usa_uhslc",-148.53,70.4,0.704273775,0.107973076
pt._la_rue_121a_seychelles_uhslc,55.528,-4.6717,0.191048453,0.040140769
"puertowilliams,chile_001_glossdm_bodc",-67.617,-54.933,0.713283925,0.132597728
puerto_angel_672a_mexico_uhslc,-96.493,15.657,0.18751557,0.065196811
puerto_armuelles_b_304b_panama_uhslc,-82.86,8.2733,0.201403804,0.08239561
puerto_castilla_784a_honduras_uhslc,-86.033,16.017,0.466527908,0.04278648
puerto_cortes_b_780b_honduras_uhslc,-87.95,15.833,0.345659949,0.038215599
puerto_deseado_b_286b_argentina_uhslc,-65.917,-47.75,0.568419704,0.177431176
puerto_de_la_luz_pluz_spain_ieo,-15.417,28.133,0.571229996,0.054803294
puerto_madero_318a_mexico_uhslc,-92.433,14.717,0.315648444,0.061339752
puerto_madryn_731a_argentina_uhslc,-65.032,-38.763,0.55467578,0.199188904
puerto_montt_684a_chile_uhslc,-72.967,-41.483,0.610976947,0.093047018
puerto_moreles_860a_mexico_uhslc,-86.867,20.868,0.337190713,0.057517367
puerto_plata_777a_dominica_republic_uhslc,-70.702,19.798,0.546223289,0.036676943
puerto_princesa_380a_philippines_uhslc,118.73,9.75,0.206113412,0.043254089
puerto_quetzal_301a_guatemala_uhslc,-90.785,13.922,0.249003393,0.171219527
puntarenas_396a_costa_rica_uhslc,-84.833,9.9667,0.229235978,0.055798339
punta_cana_776a_dominica_republic_uhslc,-68.375,18.505,0.539925887,0.035637694
"qaqortoq,greenland_001_glossdm_bodc",-46.033,60.717,0.697631124,0.093040006
"queencharlottecity,bc_09850_canada_meds",-132.07,53.252,0.556252772,0.1067098
"quepos,costarica_001_glossdm_bodc",-84.167,9.4,0.178501392,0.057084034
qui_nhon_b_381b_vietnam_uhslc,109.25,13.767,0.605793487,0.059862975
raahe_010_finland_fmi,24.407,64.666,0.675323505,0.152748462
"rabaul,papuanewguinea_001_glossdm_bodc",152.18,-4.2,0.322212735,0.032229855
"rarotonga,cookislands_001_glossdm_bodc",-159.78,-21.207,0.376882708,0.052816654
ratan_015_sweden_smhi,20.895,63.986,0.646670669,0.136970042
rauma_011_finland_fmi,21.426,61.133,0.576721377,0.128114269
ravenna_ravenna_italy_idromare,12.283,44.492,0.718690482,0.089942071
"recife,uscgs_712a_brazil_uhslc",-34.867,-8.05,0.192289743,0.046998114
reedypoint_usa_noaa,-75.573,39.558,0.743021251,0.114743249
reggio_calabria_reggio+calabria_italy_idromare,15.649,38.121,0.639214184,0.058181735
reihoku_japan_jma,130.03,32.467,0.431246442,0.063361978
reunion_164a_france_uhslc,55.285,-20.935,0.180301783,0.052603713
reykjavik_iceland_coastguard,-21.933,64.15,0.661507085,0.114044155
richard_s_bay_188a_south_africa_uhslc,32.083,-28.8,0.461676951,0.090623412
rikitea_016a_french_polynesia_uhslc,-134.95,-23.125,0.48462096,0.039546697
ringhals_016_sweden_smhi,12.113,57.25,0.806253433,0.104660077
"rio_de_janeiro,cg_709a_brazil_uhslc",-43.133,-22.933,0.62690534,0.104425899
rio_grande_714a_brazil_uhslc,-52.103,-32.138,0.647348103,0.137994623
"rockport,_tx_769a_usa_uhslc",-97.047,28.022,0.693177614,0.074472644
rodrigues_105a_mauritius_uhslc,63.418,-19.668,0.272670739,0.061873892
roervik_005_norway_statkart,11.23,64.859,0.767416103,0.096486261
roscoff_france_refmar,-3.9657,48.718,0.726342644,0.091261273
rosslyn_bay_330a_australia_uhslc,150.79,-23.162,0.583635563,0.063903121
rothera_uk_noc,-68.133,-67.567,0.768377879,0.077935059
s.cruz_d._palma_d_206d_spain_uhslc,-17.75,28.683,0.515865658,0.054143688
sabang_123a_indonesia_uhslc,95.317,5.8883,0.24222522,0.091084906
"sabine_pass_n,tx_766a_usa_uhslc",-93.87,29.73,0.726478997,0.09365541
sado_japan_jma,138.52,38.317,0.682771923,0.058338737
sagunto_sagunto_spain_pde,-0.206,39.634,0.719469828,0.053815628
saigo_japan_jma,133.33,36.2,0.651489569,0.055050753
saiki_japan_jma,131.97,32.95,0.484589291,0.069289665
saint_gildas_france_refmar,-2.2464,47.14,0.754252801,0.097093371
saint_jean_de_luz_so_france_refmar,-1.6816,43.395,0.770381679,0.061921606
saint_malo_france_refmar,-2.0281,48.641,0.71584874,0.101736003
saint_nazaire_france_refmar,-2.2016,47.267,0.776055619,0.105007917
"saintjohn,nb_00065_canada_meds",-66.063,45.251,0.418680007,0.132427471
saint_paul_179a_france_uhslc,77.538,-38.712,0.698950882,0.071718072
saipan_b_028b_n._mariana_islands_uhslc,145.74,15.227,0.400401175,0.046637225
sakai_japan_jma,133.25,35.55,0.728188108,0.06110402
salalah_114a_oman_uhslc,54,16.933,0.46524313,0.040205518
saldahna_bay_703a_south_africa_uhslc,17.95,-33.017,0.694146404,0.069280928
salerno_salerno_italy_idromare,14.768,40.672,0.675834706,0.059736648
salina_cruz_394a_mexico_uhslc,-95.203,16.16,0.539904225,0.071975614
salvador_b_708b_brazil_uhslc,-38.517,-12.967,0.372693294,0.042465188
sandakan_389a_malaysia_uhslc,118.07,5.81,0.358232514,0.054053831
sandiego_quarantinestation__usa_noaa,-117.17,32.715,0.566184727,0.041765344
sandyhook_usa_noaa,-74.009,40.467,0.745927228,0.118366401
"sand_point,ak_574a_usa_uhslc",-160.5,55.337,0.769748336,0.099823696
"sanfelix,chile_001_glossdm_bodc",-80.133,-26.283,0.304966864,0.041648213
sanfrancisco_usa_noaa,-122.47,37.807,0.703997771,0.054220978
"sanjuan,puertorico,usa_001_glossdm_bodc",-66.117,18.467,0.438991008,0.033257029
"santacruz,galapagos,ecuador_001_glossdm_bodc",-90.312,-0.7533,0.240269668,0.04348054
santamonica_municipalpier__usa_noaa,-118.5,34.008,0.538280191,0.039681639
santana_ssn_b_717b_brazil_uhslc,-51.18,-0.0567,0.151441727,0.221311025
santander_ieo_spain,-3.79,43.461,0.757027873,0.066944149
"santa_barbara,_ca_577a_usa_uhslc",-119.69,34.408,0.489317101,0.04673142
santa_cruz_030a_ecuador_uhslc,-90.313,-0.755,0.262067729,0.03933552
"santa_monica,_ca_578a_usa_uhslc",-118.5,34.008,0.494703596,0.05112771
san_andres_737a_colombia_uhslc,-81.7,12.583,0.292094448,0.05323794
san_carlos_674a_mexico_uhslc,-112.12,24.79,0.32262108,0.0508323
san_diego_569a_usa_uhslc,-117.17,32.713,0.553440605,0.041405642
san_felipe_307a_mexico_uhslc,-114.82,31.018,0.361776526,0.068142178
san_felix_035a_chile_uhslc,-80.108,-26.292,0.338535131,0.041047731
"san_francisco,ca_551a_usa_uhslc",-122.47,37.807,0.690784293,0.053470606
san_jose_675a_guatemala_uhslc,-90.833,13.917,0.202361795,0.062100308
"san_juan,pr_245a_usa_uhslc",-66.117,18.46,0.340383977,0.034758064
san_juan_b_096b_peru_uhslc,-75.2,-15.367,0.152488521,0.067702589
san_quintin_308a_mexico_uhslc,-115.98,30.483,0.621013015,0.040162519
sao_tome_225a_sao_tome_principe_uhslc,6.5133,0.0167,0.038377983,0.050234251
saumlaki_420a_indonesia_uhslc,131.29,-7.9817,0.434844874,0.02551902
